Var1 Var2 Var3 Var4 Var5 Var6 Var7 Var8
1741617085.98649 -0.554528892 0.6281249752 0 0 0 -0.187122495 0.982336588
1741617086.08575 -0.554528892 0.6281249752 0 0 0 -0.187122495 0.982336588
1741617086.18461 -0.554528892 0.6281249752 0 0 0 -0.187122495 0.982336588
1741617086.28386 -0.5540606685 0.6283740416 0 0 0 -0.184959765 0.982746094
1741617086.38383 -0.554058216 0.6281163544 0 0 0 -0.186569874 0.982441694
1741617086.48408 -0.554058216 0.6281163544 0 0 0 -0.186569874 0.982441694
1741617086.58506 -0.554528892 0.6281249752 0 0 0 -0.187122495 0.982336588
1741617086.68372 -0.554058216 0.6281163544 0 0 0 -0.186569874 0.982441694
1741617086.78254 -0.553973145 0.6285663016 0 0 0 -0.191823895 0.981429362
1741617086.88091 -0.554058216 0.6281163544 0 0 0 -0.186569874 0.982441694
1741617086.98098 -0.55643097 0.6289428504 0 0 0 -0.183359982 0.983045837
1741617087.08141 -0.583043226 0.628198084 0 0 0 -0.156250621 0.987717441
1741617087.18103 -0.6306295395 0.6260630696 0 0 0 -0.101380701 0.994847704
1741617087.38075 -0.7415952015 0.6103499 0 0 0 0.027162613 0.999631028
1741617087.47934 -0.762838638 0.6015688544 0 0 0 0.059704403 0.998216101
1741617087.57914 -0.764366307 0.6016714488 0 0 0 0.060982618 0.998138828
1741617087.67953 -0.764366307 0.6016714488 0 0 0 0.060982618 0.998138828
1741617087.7808 -0.7628354145 0.6015686296 0 0 0 0.067369202 0.997728115
1741617087.87978 -0.7637849325 0.6013307064 0 0 0 0.069982206 0.99754824
1741617087.97965 -0.764366307 0.6016714488 0 0 0 0.060982618 0.998138828
1741617088.08032 -0.7642787505 0.6015997648 0 0 0 0.063233263 0.997998775
1741617088.17933 -0.763798458 0.6015841368 0 0 0 0.066749229 0.997769783
1741617088.28011 -0.7686476955 0.6007147064 0 0 0 0.064801371 0.997898182
1741617088.37874 -0.7686476955 0.6007147064 0 0 0 0.064801371 0.997898182
1741617088.47832 -0.7686476955 0.6007147064 0 0 0 0.064801371 0.997898182
1741617088.58001 -0.7686476955 0.6007147064 0 0 0 0.064801371 0.997898182
1741617088.67929 -0.7686476955 0.6007147064 0 0 0 0.064801371 0.997898182
1741617088.77919 -0.7661539785 0.6003413656 0 0 0 0.071021113 0.997474812
1741617088.87919 -0.7686476955 0.6007147064 0 0 0 0.064801371 0.997898182
1741617088.97975 -0.7686476955 0.6007147064 0 0 0 0.064801371 0.997898182
1741617089.08048 -0.7686476955 0.6007147064 0 0 0 0.064801371 0.997898182
1741617089.17938 -0.7675931685 0.6003697056 0 0 0 0.069966488 0.997549342
1741617089.28007 -0.7686476955 0.6007147064 0 0 0 0.064801371 0.997898182
1741617089.3802 -0.7686476955 0.6007147064 0 0 0 0.064801371 0.997898182
1741617089.47919 -0.768080706 0.600628576 0 0 0 0.074680182 0.997207536
1741617089.57838 -0.7686476955 0.6007147064 0 0 0 0.064801371 0.997898182
1741617089.67908 -0.7680615675 0.600115212 0 0 0 0.072257723 0.997385994
1741617089.77931 -0.7686476955 0.6007147064 0 0 0 0.064801371 0.997898182
1741617089.88035 -0.7686476955 0.6007147064 0 0 0 0.064801371 0.997898182
1741617089.97925 -0.7686476955 0.6007147064 0 0 0 0.064801371 0.997898182
1741617090.07817 -0.774838698 0.5995345896 0 0 0 0.074026572 0.997256269
1741617090.18039 -0.801948276 0.5919934832 0 0 0 0.099034454 0.995084005
1741617090.28031 -0.844188876 0.5769177944 0 0 0 0.1498166 0.988713804
1741617090.38003 -0.864855342 0.562719856 0 0 0 0.195645499 0.980674685
1741617095.2795 -0.976832655 0.3336003776 0 0 0 0.677205572 0.735793866
1741617104.8798 0.8610961185 -0.2617421168 0 0 0 0.748028246 0.663666892
1741617104.98471 0.844035909 -0.2940489808 0 0 0 0.699217433 0.714909073
1741617105.08336 0.824997558 -0.3185770896 0 0 0 0.652787354 0.757541201
1741617105.18182 0.8029105815 -0.3380908928 0 0 0 0.616578683 0.787293292
1741617105.28179 0.785856129 -0.3523691968 0 0 0 0.585468537 0.810695129
1741617107.37927 0.3937853145 -0.4551370224 0 0 0 0 1
1741617107.67987 0.0766208085 -0.377316492 0 0 0 0 1
1741617119.68409 -0.267309963 0.0983571352 0 0 0 -0.278224122 0.960516183
1741617119.78381 -0.337042668 0.1069526352 0 0 0 -0.23359667 0.972333583
1741617119.88353 -0.38047992 0.10658662 0 0 0 -0.18206643 0.983286233
1741617120.68496 -0.397880997 0.104048632 0 0 0 -0.154191152 0.988041036
1741617121.58335 -0.398800005 0.1042964912 0 0 0 -0.155594225 0.987821055
1741617121.88367 -0.3987975225 0.1040528968 0 0 0 -0.15404283 0.988064171
1741617122.08505 -0.3983419515 0.1040488272 0 0 0 -0.153609041 0.988131703
1741617122.28346 -0.3983419515 0.1040488272 0 0 0 -0.153609041 0.988131703
1741617122.58399 -0.3983419515 0.1040488272 0 0 0 -0.153609041 0.988131703
1741617123.18461 -0.398800005 0.1042964912 0 0 0 -0.155594225 0.987821055
1741617123.68285 -0.3983419515 0.1040488272 0 0 0 -0.153609041 0.988131703
1741617124.88489 -0.3983419515 0.1040488272 0 0 0 -0.153609041 0.988131703
1741617125.28515 -0.3983419515 0.1040488272 0 0 0 -0.153609041 0.988131703
1741617125.4831 -0.3983419515 0.1040488272 0 0 0 -0.153609041 0.988131703
1741617125.88412 -0.398344434 0.1042924216 0 0 0 -0.155160542 0.987889268
1741617125.98398 -0.398344434 0.1042924216 0 0 0 -0.155160542 0.987889268
1741617126.08436 -0.3983419515 0.1040488272 0 0 0 -0.153609041 0.988131703
1741617126.38546 -0.3987975225 0.1040528968 0 0 0 -0.15404283 0.988064171
1741617127.28389 -0.3987975225 0.1040528968 0 0 0 -0.15404283 0.988064171
1741617127.58474 -0.3983419515 0.1040488272 0 0 0 -0.153609041 0.988131703
1741617127.8845 -0.3983419515 0.1040488272 0 0 0 -0.153609041 0.988131703
1741617128.48589 -0.3983419515 0.1040488272 0 0 0 -0.153609041 0.988131703
1741617128.88419 -0.398800005 0.1042964912 0 0 0 -0.155594225 0.987821055
1741617129.28376 -0.3983419515 0.1040488272 0 0 0 -0.153609041 0.988131703
