Var1 Var2 Var3 Var4 Var5 Var6 Var7 Var8
1741615473.31744 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615473.41651 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615473.61671 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615473.71662 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615473.81622 0.2822211765 -0.3488953512 0 0 0 -0.292798277 0.956174236
1741615473.91549 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615474.01614 0.2826316485 -0.3493522048 0 0 0 -0.292025441 0.956410551
1741615474.11627 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615474.3153 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615474.41581 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615474.51555 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615474.61619 0.281776785 -0.3491263336 0 0 0 -0.290745074 0.956800555
1741615474.71651 0.278832693 -0.347769 0 0 0 -0.288204423 0.957568907
1741615474.8159 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615474.91582 0.281785104 -0.3488957392 0 0 0 -0.292031129 0.956408814
1741615475.02591 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615475.13447 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615475.23932 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615475.45255 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615475.57189 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615475.67301 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615475.77229 0.281776785 -0.3491263336 0 0 0 -0.290745074 0.956800555
1741615475.87164 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615475.97069 0.279257844 -0.3479962616 0 0 0 -0.290360148 0.956917439
1741615476.0705 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615476.1692 0.278832693 -0.347769 0 0 0 -0.288204423 0.957568907
1741615476.57056 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615476.66947 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615476.76985 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615476.86885 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615476.96761 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615477.1655 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615477.26446 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615477.36298 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615477.46146 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615477.56014 0.2826316485 -0.3493522048 0 0 0 -0.292025441 0.956410551
1741615477.65988 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615477.75976 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615477.85905 0.281776785 -0.3491263336 0 0 0 -0.290745074 0.956800555
1741615477.95822 0.2826316485 -0.3493522048 0 0 0 -0.292025441 0.956410551
1741615478.05669 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615478.15584 0.2822211765 -0.3488953512 0 0 0 -0.292798277 0.956174236
1741615478.2553 0.282642744 -0.3491247296 0 0 0 -0.290751594 0.956798574
1741615478.35452 0.2826316485 -0.3493522048 0 0 0 -0.292025441 0.956410551
1741615478.45441 0.2822211765 -0.3488953512 0 0 0 -0.292798277 0.956174236
1741615478.5535 0.2826316485 -0.3493522048 0 0 0 -0.292025441 0.956410551
1741615478.65507 0.277137597 -0.3468613944 0 0 0 -0.297139263 0.954834152
1741615478.85317 0.267904533 -0.338899144 0 0 0 -0.31839639 0.947957667
1741615478.95381 0.2556329925 -0.3307067728 0 0 0 -0.339490361 0.940609534
1741615479.05392 0.242151408 -0.3195303296 0 0 0 -0.360193437 0.932877638
1741615479.15962 0.2303157675 -0.309929172 0 0 0 -0.386704422 0.922203714
1741615479.25992 0.2311903335 -0.30992914 0 0 0 -0.388753934 0.921341619
1741615479.36381 0.2307732405 -0.309236808 0 0 0 -0.390840051 0.920458611
1741615479.46371 0.231202329 -0.3094685416 0 0 0 -0.390740931 0.920500692
1741615479.56286 0.2311903335 -0.30992914 0 0 0 -0.388753934 0.921341619
1741615479.66205 0.231202329 -0.3094685416 0 0 0 -0.390740931 0.920500692
1741615479.76614 0.231202329 -0.3094685416 0 0 0 -0.390740931 0.920500692
1741615479.86622 0.231202329 -0.3094685416 0 0 0 -0.390740931 0.920500692
1741615479.96515 0.231202329 -0.3094685416 0 0 0 -0.390740931 0.920500692
1741615480.06397 0.231210501 -0.3092368072 0 0 0 -0.391868945 0.920021049
1741615480.16482 0.231210501 -0.3092368072 0 0 0 -0.391868945 0.920021049
1741615480.36384 0.2252695725 -0.3051263168 0 0 0 -0.400584659 0.916259751
1741615480.56356 0.20717268 -0.2872486456 0 0 0 -0.441298403 0.897360418
1741615480.66313 0.2014016475 -0.2771220008 0 0 0 -0.461565488 0.887106138
1741615481.85556 0.20142378 -0.2764319448 0 0 0 -0.464782422 0.885424926
1741615483.04542 0.1953370845 -0.2757522096 0 0 0 -0.448934855 0.893564489
1741615483.34302 0.152875389 -0.2647332576 0 0 0 -0.395394626 0.918511344
1741615483.83892 0.154179138 -0.2649633768 0 0 0 -0.397569091 0.917572241
1741615485.62284 0.097826115 -0.2453258624 0 0 0 0 1
1741615501.67997 -0.716420946 0.1486345888 0 0 0 -0.699652943 0.714482862
1741615501.78003 -0.7015534905 0.1754334672 0 0 0 -0.742716578 0.669605917
1741615501.87983 -0.68378256 0.1968088176 0 0 0 -0.769690772 0.638416882
1741615501.97976 -0.6658881765 0.2129976032 0 0 0 -0.793390111 0.608713505
1741615502.07949 -0.650248656 0.2259990152 0 0 0 -0.808566597 0.588404672
1741615502.17976 -0.6391913115 0.2340867216 0 0 0 -0.82118701 0.570659176
1741615502.27912 -0.6327448125 0.239242508 0 0 0 -0.825294841 0.564702069
1741615502.37762 -0.629508189 0.240943744 0 0 0 -0.830994428 0.556280739
1741615502.47639 -0.6304446795 0.2414546656 0 0 0 -0.828426712 0.560097477
1741615502.57465 -0.6304295475 0.2404581944 0 0 0 -0.828415195 0.56011451
1741615502.67361 -0.6304295475 0.2404581944 0 0 0 -0.828415195 0.56011451
1741615502.77242 -0.6304295475 0.2404581944 0 0 0 -0.828415195 0.56011451
1741615502.87153 -0.63042705 0.2402121912 0 0 0 -0.828046307 0.560659713
1741615502.97032 -0.6304295475 0.2404581944 0 0 0 -0.828415195 0.56011451
1741615503.06935 -0.6304295475 0.2404581944 0 0 0 -0.828415195 0.56011451
1741615503.16819 -0.6304295475 0.2404581944 0 0 0 -0.828415195 0.56011451
1741615503.26689 -0.63042705 0.2402121912 0 0 0 -0.828046307 0.560659713
1741615503.3664 -0.6304295475 0.2404581944 0 0 0 -0.828415195 0.56011451
1741615503.46483 -0.630433215 0.2404611192 0 0 0 -0.828418814 0.560109158
1741615503.56398 -0.6244440915 0.244867196 0 0 0 -0.835250894 0.549869024
1741615503.66268 -0.611980539 0.253444412 0 0 0 -0.844391801 0.53572613
1741615503.76235 -0.587462244 0.2668722104 0 0 0 -0.860704573 0.509104742
1741615503.86191 -0.5541315765 0.2849426776 0 0 0 0.881244457 -0.472660774
1741615503.96178 -0.510101289 0.3043904736 0 0 0 0.905888259 -0.42351678
1741615504.35666 -0.362232576 0.3365146312 0 0 0 0.968078076 -0.250648837
1741615504.45497 -0.3423374145 0.3382600152 0 0 0 0.972853218 -0.231423026
1741615504.55367 -0.3289254825 0.3390841912 0 0 0 0.975867074 -0.218365413
1741615504.65173 -0.322444695 0.3399937624 0 0 0 0.977554754 -0.210681521
1741615504.75282 -0.321987108 0.3399882184 0 0 0 0.977712198 -0.209949656
1741615504.85319 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615504.95313 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615505.05177 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615505.15039 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615505.24886 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615505.34765 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615505.44702 -0.322913823 0.3400023792 0 0 0 0.977395176 -0.2114206
1741615505.54544 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615505.64558 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615505.74422 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615505.84384 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615505.94223 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615506.0421 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615506.14095 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615506.23948 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615506.33993 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615506.43827 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615506.53694 -0.322913823 0.3400023792 0 0 0 0.977395176 -0.2114206
1741615506.63627 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615506.73522 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615506.83487 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615506.93376 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615507.03231 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615507.13091 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615507.22964 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615507.32805 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615507.42755 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615507.52635 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615507.62564 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615507.7245 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615507.82399 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615507.92256 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615508.02138 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615508.12048 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615508.21926 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615508.31772 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615508.41655 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615508.51614 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615508.61629 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615508.71628 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615508.82207 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615508.92108 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615509.02083 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615509.12019 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615509.21876 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615509.31755 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615509.41631 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615509.51683 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615509.61559 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615509.71638 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615509.81762 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615509.91869 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615510.01768 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615510.11663 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615510.21588 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615510.3171 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615510.41616 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615510.51661 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615510.61672 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615510.7161 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615510.8166 -0.3243008655 0.3402749088 0 0 0 0.976894971 -0.213719949
1741615510.91537 -0.32337141 0.3400079232 0 0 0 0.977236631 -0.212152228
1741615511.01705 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615511.11647 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615511.21643 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615511.31664 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615511.41597 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615511.51653 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615511.61619 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615511.71649 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615511.81641 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615511.91612 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615512.01697 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615512.11569 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615512.21638 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
1741615512.31693 -0.3243008655 0.3402749088 0 0 0 0.976894971 -0.213719949
1741615512.41601 -0.3238338585 0.3402681016 0 0 0 0.976728356 -0.214480112
