Var1 Var2 Var3 Var4 Var5 Var6 Var7 Var8
1741617733.50854 -1.2077221845 0.5565812152 0 0 0 -0.702389021 0.711793273
1741617733.70732 -1.205625408 0.578978148 0 0 0 -0.708498351 0.705712467
1741617733.80606 -1.205625408 0.578978148 0 0 0 -0.708498351 0.705712467
1741617733.90518 -1.205625408 0.578978148 0 0 0 -0.708498351 0.705712467
1741617734.00616 -1.206119286 0.5789891512 0 0 0 -0.709756833 0.704446761
1741617734.10711 -1.205605254 0.5787087488 0 0 0 -0.70855692 0.705653663
1741617734.20567 -1.205625408 0.578978148 0 0 0 -0.708498351 0.705712467
1741617734.30664 -1.205625408 0.578978148 0 0 0 -0.708498351 0.705712467
1741617734.40651 -1.205625408 0.578978148 0 0 0 -0.708498351 0.705712467
1741617734.50633 -1.2056374305 0.5792385696 0 0 0 -0.708533101 0.705677578
1741617734.6065 -1.205625408 0.578978148 0 0 0 -0.708498351 0.705712467
1741617734.75798 -1.205625408 0.578978148 0 0 0 -0.708498351 0.705712467
1741617734.8782 -1.205625408 0.578978148 0 0 0 -0.708498351 0.705712467
1741617734.98661 -1.205625408 0.578978148 0 0 0 -0.708498351 0.705712467
1741617735.08905 -1.205625408 0.578978148 0 0 0 -0.708498351 0.705712467
1741617735.19265 -1.205625408 0.578978148 0 0 0 -0.708498351 0.705712467
1741617735.29611 -1.205625408 0.578978148 0 0 0 -0.708498351 0.705712467
1741617735.3957 -1.206182313 0.580048092 0 0 0 -0.707222864 0.706990679
1741617735.49428 -1.2051277455 0.5869032432 0 0 0 -0.720958022 0.692978738
1741617735.59406 -1.2038831175 0.5987933824 0 0 0 -0.740883104 0.671633997
1741617735.69593 -1.1980359705 0.6159046448 0 0 0 -0.767894742 0.640576042
1741617735.79554 -1.1950247625 0.6230172512 0 0 0 -0.771023388 0.636806827
1741617735.89442 -1.1949768525 0.6222207984 0 0 0 -0.768484077 0.639868912
1741617735.99275 -1.1949659025 0.6219654848 0 0 0 -0.767737708 0.64076424
1741617736.09205 -1.1949659025 0.6219654848 0 0 0 -0.767737708 0.64076424
1741617736.19162 -1.1949659025 0.6219654848 0 0 0 -0.767737708 0.64076424
1741617736.29068 -1.191881298 0.6279960184 0 0 0 -0.774692756 0.632337831
1741617736.39049 -1.1843324145 0.641667952 0 0 0 -0.787435334 0.616397271
1741617736.49053 -1.170804765 0.6618976 0 0 0 -0.807518143 0.589842732
1741617736.59066 -1.15064406 0.6871110128 0 0 0 -0.829924677 0.557875461
1741617736.69383 -1.1398782885 0.6988378552 0 0 0 -0.831269242 0.555869992
1741617736.7931 -1.13982513 0.697763772 0 0 0 -0.829193195 0.558962115
1741617736.89168 -1.139281158 0.6969418864 0 0 0 -0.828590515 0.559855122
1741617736.99087 -1.14089463 0.6968049704 0 0 0 -0.835053347 0.550168981
1741617737.08981 -1.1381999265 0.701570556 0 0 0 -0.832253719 0.554394938
1741617737.19056 -1.1261085 0.713641788 0 0 0 -0.841372119 0.54045625
1741617737.28938 -1.104065967 0.7330099296 0 0 0 -0.860905443 0.508764993
1741617737.38818 -1.0718598315 0.7556720352 0 0 0 0.890716004 -0.454560227
1741617737.48658 -1.0493331915 0.769325092 0 0 0 0.896086407 -0.443879659
1741617737.58538 -1.0429605195 0.770222676 0 0 0 0.896780083 -0.442476534
1741617737.68739 -1.04661564 0.7709812936 0 0 0 0.898328395 -0.43932459
1741617737.78582 -1.0461163845 0.7709644496 0 0 0 0.898997627 -0.437953498
1741617737.88574 -1.0420224345 0.7707441784 0 0 0 0.897968724 -0.440059281
1741617737.98647 -1.0411096905 0.7723416152 0 0 0 0.896491853 -0.443060218
1741617738.08542 -1.027917141 0.780508572 0 0 0 0.906680355 -0.421818366
1741617738.18482 -1.001517501 0.7933558384 0 0 0 0.92154952 -0.388260842
1741617738.28428 -0.9618028155 0.8081665768 0 0 0 0.945689607 -0.325071017
1741617738.38316 -0.9113544255 0.8284039544 0 0 0 0.96514806 -0.261704457
1741617738.48217 -0.850638666 0.8440305816 0 0 0 0.979216224 -0.2028191
1741617738.58072 -0.7818405375 0.8574308608 0 0 0 0.991890737 -0.127093535
1741617738.67979 -0.7069289115 0.8652753744 0 0 0 0.998496168 -0.054821553
1741617738.78092 -0.6273615525 0.8690067496 0 0 0 0.999787065 0.020635509
1741617738.87996 -0.5499610845 0.865265172 0 0 0 0.994669616 0.103113315
1741617738.97925 -0.478818822 0.8552780896 0 0 0 0.983262025 0.182197117
1741617740.06843 -0.0003281235 0.3831958904 0 0 0 0.665091718 0.74676168
1741617740.26798 -0.051979089 0.2717326584 0 0 0 0.577316497 0.816520461
1741617740.36726 -0.097982037 0.2096762312 0 0 0 0.536569668 0.843856025
1741617740.46697 -0.1559664435 0.1505169648 0 0 0 0.51890097 0.85483436
1741617747.61203 -0.406812669 -0.3236243872 0 0 0 0 1
1741617747.71113 -0.299382588 -0.3417520272 0 0 0 0 1
1741617747.90965 -0.116233014 -0.3783686344 0 0 0 0 1
1741617748.00892 -0.0379815975 -0.3964194168 0 0 0 0 1
1741617752.50589 0.2961690675 -0.3811561624 0 0 0 -0.659709833 0.751520416
1741617752.70582 0.3117963705 -0.3574532712 0 0 0 -0.707776443 0.706436485
1741617752.80611 0.316809825 -0.3508335432 0 0 0 -0.718088722 0.69595157
1741617752.90811 0.31862694 -0.34877794 0 0 0 -0.722584518 0.691282587
1741617753.00699 0.3185898045 -0.34969278 0 0 0 -0.722627587 0.691237564
1741617753.10658 0.3185898045 -0.34969278 0 0 0 -0.722627587 0.691237564
1741617753.30602 0.316447158 -0.3492394224 0 0 0 -0.719186803 0.694816769
1741617753.40631 0.316447158 -0.3492394224 0 0 0 -0.719186803 0.694816769
1741617753.50639 0.316447158 -0.3492394224 0 0 0 -0.719186803 0.694816769
1741617753.60654 0.316447158 -0.3492394224 0 0 0 -0.719186803 0.694816769
1741617753.70668 0.316447158 -0.3492394224 0 0 0 -0.719186803 0.694816769
1741617753.90614 0.316447158 -0.3492394224 0 0 0 -0.719186803 0.694816769
1741617754.00579 0.3168912375 -0.3490121424 0 0 0 -0.720348279 0.69361254
1741617754.20641 0.317114355 -0.343542992 0 0 0 -0.720340772 0.693620338
1741617754.30647 0.318710073 -0.3360126632 0 0 0 -0.723743047 0.690069563
1741617754.6057 0.319364802 -0.3305328584 0 0 0 -0.724869687 0.688886012
1741617754.70523 0.3198016965 -0.3305324976 0 0 0 -0.725995879 0.68769905
1741617754.8053 0.319364802 -0.3305328584 0 0 0 -0.724869687 0.688886012
1741617761.00758 0.73490316 0.3902615544 0 0 0 -0.803728051 0.594996824
1741617761.10699 0.7320578055 0.40885234 0 0 0 -0.777703147 0.628631701
1741617761.3058 0.6990403365 0.4807442904 0 0 0 -0.682120903 0.731239409
1741617761.40529 0.6711383325 0.5082018728 0 0 0 -0.633893099 0.773420674
1741617761.90761 0.632770743 0.5278819704 0 0 0 -0.570261138 0.821463471
1741617763.30672 0.366647412 0.6051286296 0 0 0 -0.238596545 0.971118782
1741617763.40595 0.366639915 0.6048729952 0 0 0 -0.237029316 0.971502498
1741617764.10671 0.306914256 0.6071459256 0 0 0 -0.173635932 0.984809912
1741617765.60676 0.150781437 0.5833711 0 0 0 0.034697796 0.99939785
1741617767.3058 0.150781125 0.5833765056 0 0 0 0.034649052 0.999399541
1741617768.3078 0.073330512 0.5759829512 0 0 0 0.049665592 0.998765903
1741617768.70675 -0.46696713 0.501829892 0 0 0 0.11986819 0.992789815
1741617768.80519 -0.6469187955 0.4688013672 0 0 0 0.137140705 0.990551577
1741617769.0057 -1.0340898495 0.3801006416 0 0 0 0.18392986 0.982939371
1741617769.10573 -1.224708399 0.3285051808 0 0 0 0.214058394 0.976820866
1741617769.20559 -1.415912511 0.2680419528 0 0 0 0 1
1741617769.30655 -1.608559605 0.2030355288 0 0 0 0 1
